n,time
0,0
5000,0.0009975132081994221
10000,0.0018984880817550255
15000,0.0030240744889195085
20000,0.0037995049026301555
25000,0.004663887433624318
30000,0.00570870293830561
35000,0.007448029204854323
40000,0.007801160185508323
45000,0.008593696775619645
50000,0.010026301861836284
