n,time
5000,0.0016694140673886675
10000,0.002771944323740172
15000,0.004890878957060825
20000,0.005737560314022024
25000,0.004719965942210062
30000,0.006941240135347471
35000,0.007280091177411426
40000,0.007850098725005713
45000,0.008871858078843312
50000,0.009397389567766368
